,SNP,CHR_igv,BP,EFFECTSIZE,SE,P,snps_class_up,snps_class_down,locus_id,GENE,sgd_id
11048,11094,XVI,25536,0.121449782985323,0.287390675828557,0.672848273215807,ORF,Verified ORF,YPL273W,SAM4,SGDID:S000006194
11049,11095,XVI,26510,-0.0526098242583376,0.146012383390027,0.718830289569322,Close to 3'-UTR,Close to 3'-UTR,YPL273W,SAM4,SGDID:S000006194
11050,11096,XVI,27710,-0.0777585784280876,0.145551296996726,0.593515329564787,ORF,Uncharacterized ORF,YPL272C,PBI1,SGDID:S000006193
11051,11097,XVI,28365,-0.108982216674933,0.144757817679446,0.452036458049528,Close to 3'-UTR,Close to 3'-UTR,YPL272C,PBI1,SGDID:S000006193
11052,11098,XVI,28409,-0.141982749701222,0.159751091346157,0.374729332428876,Close to 3'-UTR,Close to 3'-UTR,YPL272C,PBI1,SGDID:S000006193
11053,11099,XVI,28409,0.130983837174611,0.326712519059803,0.688725514515587,Close to 3'-UTR,Close to 3'-UTR,YPL272C,PBI1,SGDID:S000006193
11054,11100,XVI,29135,-0.0801215730162893,0.144862121112297,0.580552906220528,Close to 3'-UTR,Close to 3'-UTR,YPL272C,PBI1,SGDID:S000006193
11055,11101,XVI,30586,-0.165110679841169,0.144173710585358,0.252893690244512,ORF,Verified ORF,YPL270W,MDL2,SGDID:S000006191
11056,11102,XVI,30803,-0.180075175227723,0.144372748430596,0.213116807392966,ORF,Verified ORF,YPL270W,MDL2,SGDID:S000006191
11057,11103,XVI,35528,-0.111864019213207,0.144318528948278,0.438788320608259,ORF,Verified ORF,YPL268W,PLC1,SGDID:S000006189
11058,11104,XVI,35760,-0.168791934967612,0.145413921685525,0.246520333964574,ORF,Verified ORF,YPL268W,PLC1,SGDID:S000006189
11059,11105,XVI,35982,-0.154415878622091,0.14511772109779,0.288022866395467,ORF,Verified ORF,YPL268W,PLC1,SGDID:S000006189
11060,11106,XVI,40390,-0.086664761149592,0.144959242156004,0.550319331416238,Promoter,Promoter,YPL265W_NFR/NDR,,
11061,11107,XVI,40490,-0.0941988831442984,0.14478720533037,0.515726499869842,Promoter,Promoter,YPL265W_NFR/NDR,,
11062,11108,XVI,40552,-0.104872618747175,0.145181172911015,0.470553356452894,Promoter,Promoter,YPL265W_NFR/NDR,,
11063,11109,XVI,43046,-0.628087463278222,0.302917111937162,0.0388540607970725,Other features,Replication,ARS1604,ARS1604,SGDID:S000118411
11064,11110,XVI,43052,-0.627897787272714,0.30045812116686,0.0373509491167857,Other features,Replication,ARS1604,ARS1604,SGDID:S000118411
11065,11111,XVI,43059,-0.618560462337408,0.301106422712416,0.0406833353223454,Other features,Replication,ARS1604,ARS1604,SGDID:S000118411
11066,11112,XVI,43424,-0.0827195632713895,0.145206550489485,0.569265057838913,ORF,Uncharacterized ORF,YPL264C,YPL264C,SGDID:S000006185
11067,11113,XVI,43662,-0.0530759424041415,0.145663785957784,0.715797704790453,ORF,Uncharacterized ORF,YPL264C,YPL264C,SGDID:S000006185
11068,11114,XVI,46114,-0.154813831790831,0.145638469754413,0.288508166907697,ORF,Verified ORF,YPL263C,KEL3,SGDID:S000006184
11069,11115,XVI,46594,-0.611683522435634,0.315411619868939,0.0532590826683912,Promoter,Promoter,YPL263C_NFR/NDR,,
11070,11116,XVI,46765,-0.162887775908704,0.145408269719491,0.263385914243058,Unstable transcript,CUT,CUT400,,
11071,11117,XVI,47416,-0.199701170983531,0.145180496108839,0.169837176069567,ORF,Verified ORF,YPL262W,FUM1,SGDID:S000006183
11072,11118,XVI,48340,-0.117702624386334,0.144222880751758,0.414984064243824,ORF,Verified ORF,YPL262W,FUM1,SGDID:S000006183
11073,11119,XVI,51066,-0.135624907741672,0.292435614941522,0.643093380158694,Close to 3'-UTR,Close to 3'-UTR,YPL260W,CUB1,SGDID:S000006181
11074,11120,XVI,53867,-0.216396121763186,0.144064178956478,0.133970084288478,ORF,Verified ORF,YPL258C,THI21,SGDID:S000006179
11075,11121,XVI,54905,-0.143669923649516,0.144566814174739,0.32100291030094,ORF,Verified ORF,YPL258C,THI21,SGDID:S000006179
11076,11122,XVI,55419,-0.148251729863264,0.14423248811372,0.304716458884145,Promoter,Promoter,XUT_16F-19_NFR/NDR,,
11077,11123,XVI,55474,-0.163692471138789,0.14450650444907,0.258080135426386,Promoter,Promoter,XUT_16F-19_NFR/NDR,,
11078,11124,XVI,55604,-0.167446642950055,0.145101346163298,0.249281735200095,Unstable transcript,XUT,XUT_16F-19,,
11079,11125,XVI,55617,-0.184995577630609,0.145817416081591,0.20539133054514,Unstable transcript,XUT,XUT_16F-19,,
11080,11126,XVI,55625,-0.179179254923731,0.145415246411981,0.218698106824363,Unstable transcript,XUT,XUT_16F-19,,
11081,11127,XVI,55837,-0.179899972436864,0.144542160037188,0.214097386460191,Other features,LTR,YPLCdelta1,YPLCdelta1,SGDID:S000007184
11082,11128,XVI,55962,-0.195915383626045,0.144728250321865,0.176705356939179,Promoter,Promoter,YPLCdelta1_NFR/NDR,,
11083,11129,XVI,55976,-0.183224743765791,0.14461147237375,0.205985598066537,Promoter,Promoter,YPLCdelta1_NFR/NDR,,
11084,11130,XVI,56019,-0.174634063578036,0.144884612887931,0.228882517900087,Promoter,Promoter,YPLWdelta2_NFR/NDR,,
11085,11131,XVI,56137,-0.173357209106644,0.144493067690621,0.231036625741068,Promoter,Promoter,YPLWdelta2_NFR/NDR,,
11086,11132,XVI,56154,-0.175257359839218,0.144486573999418,0.225953739647296,Promoter,Promoter,YPLWdelta2_NFR/NDR,,
11087,11133,XVI,56155,-0.175257359839218,0.144486573999418,0.225953739647296,Promoter,Promoter,YPLWdelta2_NFR/NDR,,
11088,11134,XVI,56282,-0.160386830657872,0.144761421655815,0.268642478877999,Promoter,Promoter,YPLWdelta2_NFR/NDR,,
11089,11135,XVI,56288,-0.171141979826957,0.144906909068774,0.238378870143205,Promoter,Promoter,YPLWdelta2_NFR/NDR,,
11090,11136,XVI,56294,-0.164916702246661,0.145479546271528,0.257728522899864,Other features,LTR,YPLWsigma1,YPLWsigma1,SGDID:S000007198
11091,11137,XVI,56308,-0.176506485992482,0.145863874660286,0.227059115232497,Other features,LTR,YPLWsigma1,YPLWsigma1,SGDID:S000007198
11092,11138,XVI,56334,-0.320419926712505,0.287911643372388,0.266504099651868,Other features,LTR,YPLWsigma1,YPLWsigma1,SGDID:S000007198
11093,11139,XVI,56451,-0.41399067280225,0.543203367946495,0.446492332895599,Other features,LTR,YPLWdelta2,YPLWdelta2,SGDID:S000007189
11094,11140,XVI,56650,-0.15365251959767,0.510116081594318,0.763431032984831,Other features,LTR,YPLWdelta3,YPLWdelta3,SGDID:S000007190
11095,11141,XVI,56655,-0.329108899125089,0.525578359927144,0.531598773457854,Other features,LTR,YPLWdelta3,YPLWdelta3,SGDID:S000007190
11096,11142,XVI,62713,-0.139002036520039,0.31792650235514,0.662223235806582,Other features,LTR,YPLWdelta5,YPLWdelta5,SGDID:S000007192
11097,11143,XVI,62714,0.352018262200665,0.40361967607609,0.383717528614535,Other features,LTR,YPLWdelta5,YPLWdelta5,SGDID:S000007192
11098,11144,XVI,62717,0.318213110935929,0.309151708862439,0.30403852027011,Other features,LTR,YPLWdelta5,YPLWdelta5,SGDID:S000007192
11099,11145,XVI,62719,0.232623869324049,0.312508857933509,0.457144701767596,Other features,LTR,YPLWdelta5,YPLWdelta5,SGDID:S000007192
11100,11146,XVI,64013,-0.17253966373148,0.163864192089404,0.293087295005954,Close to 3'-UTR,Close to 3'-UTR,YPL257W,YPL257W,SGDID:S000006178
11101,11147,XVI,64043,-0.201473250196895,0.147317563506188,0.17230366342126,Close to 3'-UTR,Close to 3'-UTR,YPL257W,YPL257W,SGDID:S000006178
11102,11148,XVI,64053,-0.201473250196895,0.147317563506188,0.17230366342126,Close to 3'-UTR,Close to 3'-UTR,YPL257W,YPL257W,SGDID:S000006178
11103,11149,XVI,64086,-0.283403118495306,0.152616353432635,0.0641490210427414,Close to 3'-UTR,Close to 3'-UTR,YPL257W,YPL257W,SGDID:S000006178
11104,11150,XVI,64090,-0.258289150056326,0.154400347512822,0.0952421096120397,Close to 3'-UTR,Close to 3'-UTR,YPL257W,YPL257W,SGDID:S000006178
11105,11151,XVI,64099,-0.386581776084995,0.287416612386337,0.179481478544591,Close to 3'-UTR,Close to 3'-UTR,YPL257W,YPL257W,SGDID:S000006178
11106,11152,XVI,64109,-0.386581776084995,0.287416612386337,0.179481478544591,Close to 3'-UTR,Close to 3'-UTR,YPL257W,YPL257W,SGDID:S000006178
11107,11153,XVI,64140,-0.341126430960761,0.287352003912483,0.235971516739377,Close to 3'-UTR,Close to 3'-UTR,YPL257W,YPL257W,SGDID:S000006178
11108,11154,XVI,64155,-0.397672653944507,0.28695511765758,0.166671930361756,Close to 3'-UTR,Close to 3'-UTR,YPL257W,YPL257W,SGDID:S000006178
11109,11155,XVI,64165,-0.336615890042658,0.287267113835157,0.242072823866221,Close to 3'-UTR,Close to 3'-UTR,YPL257W,YPL257W,SGDID:S000006178
11110,11156,XVI,64166,-0.306373474118363,0.287272227276127,0.286930246775367,Close to 3'-UTR,Close to 3'-UTR,YPL257W,YPL257W,SGDID:S000006178
11111,11157,XVI,64204,-0.303222983034283,0.287827472192168,0.292837637762005,Close to 3'-UTR,Close to 3'-UTR,YPL257W,YPL257W,SGDID:S000006178
11112,11158,XVI,64224,-0.303222983034283,0.287827472192168,0.292837637762005,Close to 3'-UTR,Close to 3'-UTR,YPL257W,YPL257W,SGDID:S000006178
11113,11159,XVI,64229,-0.303222983034283,0.287827472192168,0.292837637762005,Close to 3'-UTR,Close to 3'-UTR,YPL257W,YPL257W,SGDID:S000006178
11114,11160,XVI,64240,-0.308761602260002,0.287947727894694,0.284325223065189,Close to 3'-UTR,Close to 3'-UTR,YPL257W,YPL257W,SGDID:S000006178
11115,11161,XVI,64299,-0.179836980194913,0.146785591850959,0.221328858637871,Close to 3'-UTR,Close to 3'-UTR,YPL257W,YPL257W,SGDID:S000006178
11116,11162,XVI,64309,-0.168842066788327,0.146997457578817,0.251496465392103,Close to 3'-UTR,Close to 3'-UTR,YPL257W,YPL257W,SGDID:S000006178
11117,11163,XVI,64310,-0.168842066788327,0.146997457578817,0.251496465392103,Close to 3'-UTR,Close to 3'-UTR,YPL257W,YPL257W,SGDID:S000006178
11118,11164,XVI,64316,-0.178702676599564,0.148015959246177,0.228117142887337,Close to 3'-UTR,Close to 3'-UTR,YPL257W,YPL257W,SGDID:S000006178
11119,11165,XVI,64326,-0.315365599873088,0.287927452143073,0.27413399595302,Close to 3'-UTR,Close to 3'-UTR,YPL257W,YPL257W,SGDID:S000006178
11120,11166,XVI,64353,-0.305814812389002,0.287192311376107,0.287674658214065,Close to 3'-UTR,Close to 3'-UTR,YPL257W,YPL257W,SGDID:S000006178
11121,11167,XVI,64363,-0.127408503712684,0.342247595482544,0.70991524102581,Close to 3'-UTR,Close to 3'-UTR,YPL257W,YPL257W,SGDID:S000006178
11122,11168,XVI,64363,-0.490570387182465,0.326275774278978,0.133592606509952,Close to 3'-UTR,Close to 3'-UTR,YPL257W,YPL257W,SGDID:S000006178
11123,11169,XVI,64540,-0.145696975234246,0.146189031515792,0.319624818583695,Close to 3'-UTR,Close to 3'-UTR,YPL257W,YPL257W,SGDID:S000006178
11124,11170,XVI,64901,-0.168222880833225,0.152708397213416,0.271388112197536,Close to 3'-UTR,Close to 3'-UTR,YPL256C,CLN2,SGDID:S000006177
11125,11171,XVI,67148,-0.145982495929818,0.144395351822419,0.312712890542958,Promoter,Promoter,YPL256C_NFR/NDR,,
11126,11172,XVI,67473,-0.110101554007198,0.145481586456621,0.449670020568688,Promoter,Promoter,YPL255W_NFR/NDR,,
11127,11173,XVI,67906,-0.126621033009695,0.144219801361195,0.380555765301427,ORF,Verified ORF,YPL255W,BBP1,SGDID:S000006176
11128,11174,XVI,68771,-0.178716615085077,0.14475871515231,0.217807015247486,ORF,Verified ORF,YPL255W,BBP1,SGDID:S000006176
11129,11175,XVI,69421,-0.145842824552322,0.147687583070586,0.324069528718402,Close to 3'-UTR,Close to 3'-UTR,YPL255W,BBP1,SGDID:S000006176
11130,11176,XVI,69480,-0.210232778550859,0.145000952824489,0.147982168362278,Close to 3'-UTR,Close to 3'-UTR,YPL255W,BBP1,SGDID:S000006176
11131,11177,XVI,69886,-0.193466943807813,0.145786269626102,0.185346964749509,ORF,Verified ORF,YPL254W,HFI1,SGDID:S000006175
11132,11178,XVI,69892,-0.182114361524166,0.145758754820854,0.212338148101428,ORF,Verified ORF,YPL254W,HFI1,SGDID:S000006175
11133,11179,XVI,70566,-0.192713644240539,0.143826908008789,0.181139800660597,ORF,Verified ORF,YPL254W,HFI1,SGDID:S000006175
11134,11180,XVI,70846,-0.196746160291017,0.144515899624528,0.174250806611008,ORF,Verified ORF,YPL254W,HFI1,SGDID:S000006175
11135,11181,XVI,73035,-0.0215928478750229,0.144782806215302,0.881528655411155,Other features,Replication,ARS1605,ARS1605,SGDID:S000118412
11136,11182,XVI,73826,-0.0116678583022202,0.144923545112605,0.935876918517287,ORF,Verified ORF,YPL252C,YAH1,SGDID:S000006173
11137,11183,XVI,73929,-0.0340824572501566,0.151305070112547,0.82191005010872,Promoter,Promoter,YPL252C_NFR/NDR,,
11138,11184,XVI,74120,0.0471059847383375,0.161433994139871,0.770613103046216,Close to 3'-UTR,Close to 3'-UTR,YPL252C,YAH1,SGDID:S000006173
11139,11185,XVI,74744,-0.0766511894459172,0.145711727714711,0.599186009330004,Close to 3'-UTR,Close to 3'-UTR,YPL252C,YAH1,SGDID:S000006173
11140,11186,XVI,74823,-0.10258940847745,0.14492979056337,0.479501842332821,Promoter,Promoter,YPL250C_NFR/NDR,,
11141,11187,XVI,75046,-0.102325247691714,0.144756545270898,0.480108512553412,Promoter,Promoter,YPL250C_NFR/NDR,,
11142,11188,XVI,75389,-0.111633949495555,0.144401659746632,0.439992733400748,Unstable transcript,SUT,SUT392,,
11143,11189,XVI,75921,-0.0864312400552444,0.144695799836939,0.550669582755396,ORF,Verified ORF,YPL249C-A,RPL36B,SGDID:S000006438
11144,11190,XVI,76550,-0.112472296463641,0.146093383066205,0.441894386291571,Promoter,Promoter,CUT402_NFR/NDR,,
11145,11191,XVI,76572,-0.111686488093629,0.147823637824555,0.450429621591726,Promoter,Promoter,CUT402_NFR/NDR,,
11146,11192,XVI,76573,-0.0784305266194778,0.148126169682848,0.59680214433644,Promoter,Promoter,CUT402_NFR/NDR,,
11147,11193,XVI,77440,-0.0301191340602339,0.148436786458982,0.839323199728201,Unstable transcript,CUT,CUT402,,
11148,11194,XVI,77714,-0.0282119503117825,0.144131970762216,0.844928696256197,Unstable transcript,CUT,CUT402,,
11149,11195,XVI,77752,-0.0351414066357532,0.144063938873848,0.807427331658176,Unstable transcript,CUT,CUT402,,
11150,11196,XVI,78094,-0.0209310374225297,0.145196797619952,0.885459287180598,Unstable transcript,CUT,CUT402,,
11151,11197,XVI,78301,-0.0652222375180228,0.144918031373459,0.652941306093217,Unstable transcript,CUT,CUT402,,
11152,11198,XVI,78839,-0.0605310448207004,0.14499334499239,0.676585064686357,Unstable transcript,CUT,CUT402,,
11153,11199,XVI,82484,0.0049781880308844,0.146354977662988,0.97288483132234,Non-coding RNA,ncRNA gene,YNCP0002W,YNCP0002W,SGDID:S000303815
11154,11200,XVI,83222,-0.0287405249042338,0.144067959112562,0.84199211445283,ORF,Uncharacterized ORF,YPL247C,YPL247C,SGDID:S000006168
11155,11201,XVI,83512,-0.0231343699093701,0.144134532869192,0.872574783407455,ORF,Uncharacterized ORF,YPL247C,YPL247C,SGDID:S000006168
11156,11202,XVI,85402,0.074070075835774,0.309590198966003,0.811049028680158,Promoter,Promoter,YPL245W_NFR/NDR,,
11157,11203,XVI,86230,-0.0217490289598651,0.144516917508424,0.880460294755354,ORF,Uncharacterized ORF,YPL245W,YPL245W,SGDID:S000006166
11158,11204,XVI,87193,-0.0200356337020841,0.144476324242034,0.889783976221894,ORF,Verified ORF,YPL244C,HUT1,SGDID:S000006165
11159,11205,XVI,89859,-0.0096279503934341,0.144474764909935,0.946905190216808,ORF,Verified ORF,YPL243W,SRP68,SGDID:S000006164
11160,11206,XVI,92234,0.0946964713105387,0.144387730898035,0.512348859997762,ORF,Verified ORF,YPL242C,IQG1,SGDID:S000006163
11161,11207,XVI,92791,0.0688901412543336,0.143820600828671,0.632234843587231,ORF,Verified ORF,YPL242C,IQG1,SGDID:S000006163
11162,11208,XVI,93959,0.0194970427294502,0.144159971203694,0.892494555822041,ORF,Verified ORF,YPL242C,IQG1,SGDID:S000006163
11163,11209,XVI,96065,0.0224336847154679,0.144895661422789,0.877046603995645,Unstable transcript,SUT,SUT395,,
11164,11210,XVI,100561,0.028320933980324,0.145711603092774,0.846003519638917,ORF,Dubious ORF,YPL238C,YPL238C,SGDID:S000006159
11165,11211,XVI,101574,-0.0546775280136307,0.143648052547293,0.703702790709229,Close to 3'-UTR,Close to 3'-UTR,YPL238C,YPL238C,SGDID:S000006159
11166,11212,XVI,103110,-0.0673476690255171,0.145327085335981,0.643347999280092,Promoter,Promoter,YPL235W_NFR/NDR,,
11167,11213,XVI,104922,0.013082874521789,0.288716915408463,0.963882772194675,Close to 3'-UTR,Close to 3'-UTR,YPL235W,RVB2,SGDID:S000006156
11168,11214,XVI,105267,-0.082420508269576,0.14379817144377,0.566895892051394,ORF,Verified ORF,YPL234C,VMA11,SGDID:S000006155
11169,11215,XVI,105336,-0.0939541589024097,0.143576941356778,0.51329187050632,ORF,Verified ORF,YPL234C,VMA11,SGDID:S000006155
11170,11216,XVI,110992,-0.264002955081315,0.144005469070072,0.0676022334519577,ORF,Verified ORF,YPL231W,FAS2,SGDID:S000006152
11171,11217,XVI,114578,-0.139000741463457,0.143901946533303,0.334735159705585,Close to 3'-UTR,Close to 3'-UTR,YPL231W,FAS2,SGDID:S000006152
11172,11218,XVI,115153,-0.209570531645549,0.144481060186816,0.147805652879637,Close to 3'-UTR,Close to 3'-UTR,YPL231W,FAS2,SGDID:S000006152
11173,11219,XVI,116214,-0.170700320672152,0.144197759424983,0.237291488812608,ORF,Verified ORF,YPL230W,USV1,SGDID:S000006151
11174,11220,XVI,116322,-0.154226337999321,0.144909443778815,0.287922733990371,ORF,Verified ORF,YPL230W,USV1,SGDID:S000006151
11175,11221,XVI,116373,-0.159859647648007,0.145309621880274,0.272024623097726,ORF,Verified ORF,YPL230W,USV1,SGDID:S000006151
11176,11222,XVI,116826,-0.148708312983166,0.144239189886378,0.303254126106258,Promoter,Promoter,YPL229W_NFR/NDR,,
11177,11223,XVI,117063,-0.178001701058532,0.146484909926631,0.225119544433401,Promoter,Promoter,YPL229W_NFR/NDR,,
11178,11224,XVI,117072,-0.173370907712257,0.144955401581301,0.232487879607153,ORF,Uncharacterized ORF,YPL229W,YPL229W,SGDID:S000006150
11179,11225,XVI,117203,0.0807429170020324,0.287386090749991,0.778908561850608,ORF,Uncharacterized ORF,YPL229W,YPL229W,SGDID:S000006150
11180,11226,XVI,117213,0.0042059066564146,0.198224969532382,0.983083867413424,ORF,Uncharacterized ORF,YPL229W,YPL229W,SGDID:S000006150
11181,11227,XVI,117215,0.0478726193492474,0.226224252042981,0.832528927434107,ORF,Uncharacterized ORF,YPL229W,YPL229W,SGDID:S000006150
11182,11228,XVI,117254,-0.36253581781332,0.287770102654475,0.208569966100782,ORF,Uncharacterized ORF,YPL229W,YPL229W,SGDID:S000006150
11183,11229,XVI,117654,-0.17686928206103,0.144413988663594,0.221490650571169,ORF,Uncharacterized ORF,YPL229W,YPL229W,SGDID:S000006150
11184,11230,XVI,117985,-0.103290406355896,0.145446443174112,0.478073112348521,Close to 3'-UTR,Close to 3'-UTR,YPL229W,YPL229W,SGDID:S000006150
11185,11231,XVI,118215,-0.151173543360281,0.145521835319194,0.29959133713255,Promoter,Promoter,YPL228W_NFR/NDR,,
11186,11232,XVI,118252,-0.183596235138398,0.145651448886965,0.208315212469646,Promoter,Promoter,YPL228W_NFR/NDR,,
11187,11233,XVI,118322,-0.178866151448248,0.146332734817752,0.22240029411307,Close to 3'-UTR,Close to 3'-UTR,YPL229W,YPL229W,SGDID:S000006150
11188,11234,XVI,118512,-0.138057750949683,0.145608272915815,0.343704283516965,ORF,Verified ORF,YPL228W,CET1,SGDID:S000006149
11189,11235,XVI,120319,-0.102993395538253,0.144689331482935,0.477043679036785,ORF,Verified ORF,YPL227C,ALG5,SGDID:S000006148
11190,11236,XVI,121298,-0.081718730192896,0.144351728646544,0.571679775708738,Close to 3'-UTR,Close to 3'-UTR,YPL227C,ALG5,SGDID:S000006148
11191,11237,XVI,122212,-0.0728280537159229,0.144711236605692,0.61509207427083,ORF,Verified ORF,YPL226W,NEW1,SGDID:S000006147
11192,11238,XVI,125144,0.0350200958930469,0.144069708189982,0.808086592596715,ORF,Verified ORF,YPL226W,NEW1,SGDID:S000006147
11193,11239,XVI,125464,0.0417291940643996,0.144256081695244,0.772543324352327,Close to 3'-UTR,Close to 3'-UTR,YPL226W,NEW1,SGDID:S000006147
11194,11240,XVI,126720,0.0459263881866605,0.143853359104494,0.749719444687493,ORF,Verified ORF,YPL224C,MMT2,SGDID:S000006145
11195,11241,XVI,128020,0.004143139139915,0.14369089191902,0.977013522642788,ORF,Verified ORF,YPL224C,MMT2,SGDID:S000006145
11196,11242,XVI,128319,0.0175751182448723,0.143728637791183,0.902746961724195,Promoter,Promoter,YPL224C_NFR/NDR,,
11197,11243,XVI,128822,0.0311960697337451,0.143681467568249,0.828240535361335,ORF,Verified ORF,YPL223C,GRE1,SGDID:S000006144
11198,11244,XVI,129358,0.0418920555173812,0.144335938541904,0.77180309962724,Close to 3'-UTR,Close to 3'-UTR,YPL223C,GRE1,SGDID:S000006144
11199,11245,XVI,132456,0.379048255963793,0.169814677878695,0.0262333789596071,Promoter,Promoter,YPL221W_NFR/NDR,,
11200,11246,XVI,132814,-0.0891564455580414,0.144833274564296,0.538568528636011,Promoter,Promoter,YPL221W_NFR/NDR,,
11201,11247,XVI,136628,-0.262917819737053,0.143239772396006,0.067271469132943,Promoter,Promoter,YPL219W_NFR/NDR,,
11202,11248,XVI,136917,-0.216535121457535,0.144848151103647,0.135831014643608,ORF,Verified ORF,YPL219W,PCL8,SGDID:S000006140
11203,11249,XVI,138673,-0.264263712022005,0.149964507020178,0.0789051756647117,Promoter,Promoter,YPL218W_NFR/NDR,,
11204,11250,XVI,138809,-0.18753226366691,0.160891947259367,0.244571696241191,Close to 3'-UTR,Close to 3'-UTR,YPL219W,PCL8,SGDID:S000006140
11205,11251,XVI,143053,-0.0522844080242629,0.143641555243896,0.716081738590951,ORF,Verified ORF,YPL217C,BMS1,SGDID:S000006138
11206,11252,XVI,143870,-0.0445308467150895,0.144094123170119,0.757473423433846,ORF,Uncharacterized ORF,YPL216W,YPL216W,SGDID:S000006137
